DATUM,PRIS,BERÄKNAT_SUBSTANSVÄRDE,Rabatt/Premie,Nuvarande rabatt minus snitt,Genomsnittsrabatt senaste 100 handelsdagarna,Avkastning 200 handelsdagar,OMX Date,Index  Value,Avkastning OMXS#=
2022-07-01,"205,6",164,"0,79766537","0,099234725","0,698430645","4,43%",2022-07-01,"1 875,93889540780","18,61%"
2022-07-04,"203,3",164,"0,806689621","0,106800076","0,699889546","6,10%",2022-07-04,"1 893,55711106539","18,80%"
2022-07-05,"204,1",164,"0,803527683","0,102240309","0,701287374","2,94%",2022-07-05,"1 866,15946928113","20,55%"
2022-07-06,"215,2",167,"0,776022305","0,07349149","0,702530815","-1,07%",2022-07-06,"1 918,67249674094","17,60%"
2022-07-07,220,169,"0,768181818","0,064459677","0,703722141","-4,09%",2022-07-07,"1 954,57926213777","15,10%"
2022-07-08,222,170,"0,765765766","0,061245731","0,704520034","-6,49%",2022-07-08,"1 971,03974028819","14,09%"
2022-07-11,"217,3",169,"0,777726645","0,072445946","0,705280699","-4,74%",2022-07-11,"1 937,49001039712","15,94%"
2022-07-12,"224,4",170,"0,757575758","0,051556308","0,70601945","-6,46%",2022-07-12,"1 968,80526351202","14,78%"
2022-07-13,"218,8",168,"0,767824497","0,061060966","0,706763531","-4,66%",2022-07-13,"1 931,26735200578","16,46%"
2022-07-14,"216,8",167,"0,770295203","0,062838247","0,707456956","-5,21%",2022-07-14,"1 903,50804087040","17,68%"
2022-07-15,"218,6",165,"0,754803294","0,046999617","0,707803677","-3,61%",2022-07-15,"1 903,82057839087","19,29%"
2022-07-18,"224,7",166,"0,738762795","0,030741702","0,708021093","-1,42%",2022-07-18,"1 930,50314151789","17,62%"
2022-07-19,"225,7",167,"0,739920248","0,031518626","0,708401622","-2,61%",2022-07-19,"1 961,11775880523","13,97%"
2022-07-20,"226,5",167,"0,737306843","0,028666205","0,708640639","-1,41%",2022-07-20,"1 961,31117572981","14,15%"
2022-07-21,"237,2",169,"0,712478921","0,003736869","0,708742052","-5,06%",2022-07-21,"1 975,96902921490","12,76%"
2022-07-22,"238,7",170,"0,712191035","0,003296439","0,708894596","-4,32%",2022-07-22,"1 979,69685396361","13,17%"
2022-07-25,"235,7",170,"0,721255834","0,012075487","0,709180347","-3,14%",2022-07-25,"1 970,88681145395","13,61%"
2022-07-26,"229,9",169,"0,735102218","0,025545126","0,709557092","-2,96%",2022-07-26,"1 962,96496321527","13,28%"
2022-07-27,"233,8",170,"0,727117194","0,017213725","0,709903469","-6,50%",2022-07-27,"1 971,37733897191","12,04%"
2022-07-28,"242,8",173,"0,712520593","0,002363524","0,710157069","-9,97%",2022-07-28,"1 996,02372376880","11,72%"
2022-07-29,"251,7",177,"0,703218117","-0,007061245","0,710279362","-14,06%",2022-07-29,"2 032,52663868771","10,01%"
2022-08-01,"246,9",176,"0,712839206","0,002230116","0,71060909","-10,25%",2022-08-01,"2 011,11074118822","11,94%"
2022-08-02,"241,6",173,"0,716059603","0,00513436","0,710925242","-9,98%",2022-08-02,"1 993,92306309244","12,15%"
2022-08-03,"245,2",174,"0,709624796","-0,001747825","0,711372621","-11,30%",2022-08-03,"2 005,57878024378","12,00%"
2022-08-04,"246,5",175,"0,709939148","-0,001834761","0,711773909","-8,44%",2022-08-04,"2 020,82803848906","13,24%"
2022-08-05,234,172,"0,735042735","0,022628303","0,712414432","-4,27%",2022-08-05,"1 998,57182230541","14,25%"
2022-08-08,"238,9",174,"0,728338217","0,015204386","0,71313383","-8,54%",2022-08-08,"2 017,15215818307","12,40%"
2022-08-09,"230,6",172,"0,745880312","0,031890442","0,71398987","-8,11%",2022-08-09,"1 987,68109871187","12,19%"
2022-08-10,"242,9",177,"0,728694936","0,013800712","0,714894225","-13,05%",2022-08-10,"2 025,48269129896","10,17%"
2022-08-11,"243,5",177,"0,726899384","0,01107081","0,715828574","-11,58%",2022-08-11,"2 024,48287823947","12,24%"
2022-08-12,"241,8",177,"0,732009926","0,015113673","0,716896252","-9,93%",2022-08-12,"2 032,51196015647","11,13%"
2022-08-15,"243,2",177,"0,727796053","0,009865603","0,717930449","-10,03%",2022-08-15,"2 036,66551857841","10,72%"
2022-08-16,"243,3",177,"0,727496917","0,008706875","0,718790043","-11,67%",2022-08-16,"2 058,93713410604","8,55%"
2022-08-17,"239,1",175,"0,731911334","0,012276737","0,719634597","-9,24%",2022-08-17,"2 034,76351134110","10,70%"
2022-08-18,"242,5",176,"0,725773196","0,005365194","0,720408002","-8,21%",2022-08-18,"2 053,33031855122","11,65%"
2022-08-19,"233,3",174,"0,745820832","0,024406082","0,721414749","-4,46%",2022-08-19,"2 037,97279073788","12,52%"
2022-08-22,"226,6",171,"0,754633716","0,032098535","0,72253518","-1,28%",2022-08-22,"1 995,99212800667","15,50%"
2022-08-23,"218,4",166,"0,76007326","0,036115058","0,723958202","1,97%",2022-08-23,"1 985,63363804232","15,98%"
2022-08-24,216,166,"0,768518519","0,04303763","0,725480889","2,73%",2022-08-24,"1 983,57621754093","16,05%"
2022-08-25,"222,3",165,"0,742240216","0,01549574","0,726744476","0,31%",2022-08-25,"1 987,32048430358","15,71%"
2022-08-26,"213,5",164,"0,768149883","0,039916531","0,728233352","5,85%",2022-08-26,"1 956,16824766888","18,65%"
2022-08-29,"210,4",163,"0,774714829","0,044929988","0,729784841","6,51%",2022-08-29,"1 940,12573644678","19,21%"
2022-08-30,"213,6",163,"0,763108614","0,031779558","0,731329056","4,17%",2022-08-30,"1 942,42850726820","18,96%"
2022-08-31,211,162,"0,767772512","0,034914355","0,732858157","4,36%",2022-08-31,"1 920,23409089226","20,96%"
2022-09-01,"202,4",160,"0,790513834","0,05589663","0,734617204","4,79%",2022-09-01,"1 875,48839557174","22,24%"
2022-09-02,"208,5",162,"0,776978417","0,040814945","0,736163472","1,68%",2022-09-02,"1 925,03992746744","18,50%"
2022-09-05,204,161,"0,789215686","0,051497247","0,73771844","1,67%",2022-09-05,"1 898,80577870603","19,32%"
2022-09-06,"205,9",161,"0,781932977","0,04269261","0,739240367","0,00%",2022-09-06,"1 903,25157079881","17,45%"
2022-09-07,"205,8",160,"0,777453839","0,036774178","0,74067966","-0,19%",2022-09-07,"1 897,76218764280","17,95%"
2022-09-08,"206,6",161,"0,77928364","0,037161187","0,742122452","0,10%",2022-09-08,"1 907,30512747869","17,68%"
2022-09-09,208,164,"0,788461538","0,044932547","0,743528991","1,88%",2022-09-09,"1 934,05636386056","16,96%"
2022-09-12,212,166,"0,783018868","0,038198913","0,744819955","-0,38%",2022-09-12,"1 974,54150884095","15,71%"
2022-09-13,"203,4",163,"0,801376598","0,055194913","0,746181685","5,11%",2022-09-13,"1 938,22837368517","19,18%"
2022-09-14,"200,8",161,"0,801792829","0,05432332","0,747469509","1,84%",2022-09-14,"1 916,36352121489","19,74%"
2022-09-15,"197,7",161,"0,8143652","0,065686628","0,748678572","3,19%",2022-09-15,"1 911,78605487571","20,09%"
2022-09-16,"195,15",156,"0,799385088","0,049784363","0,749600726","4,43%",2022-09-16,"1 881,50528444839","21,15%"
2022-09-19,"192,65",154,"0,799377109","0,048741141","0,750635968","4,59%",2022-09-19,"1 877,91806325990","19,20%"
2022-09-20,"186,15",152,"0,816545796","0,064645646","0,75190015","10,72%",2022-09-20,"1 856,66717477135","20,98%"
2022-09-21,"190,3",153,"0,803993694","0,05094461","0,753049084","5,57%",2022-09-21,"1 878,77232272015","19,43%"
2022-09-22,"182,75",150,"0,820793434","0,066799957","0,753993476","11,41%",2022-09-22,"1 837,91052727252","22,31%"
2022-09-23,"186,4",149,"0,799356223","0,044865737","0,754490486","10,52%",2022-09-23,"1 817,96185639878","24,55%"
2022-09-26,"182,3",149,"0,817334065","0,062262844","0,755071221","11,68%",2022-09-26,"1 811,78465102199","24,81%"
2022-09-27,"182,85",148,"0,809406617","0,053815042","0,755591576","12,99%",2022-09-27,"1 829,37013524436","22,89%"
2022-09-28,"185,2",149,"0,804535637","0,04848643","0,756049207","9,40%",2022-09-28,"1 838,76606437931","21,99%"
2022-09-29,"179,5",148,"0,824512535","0,067975732","0,756536803","14,15%",2022-09-29,"1 794,38991716813","25,88%"
2022-09-30,"185,6",150,"0,808189655","0,051298448","0,756891207","11,42%",2022-09-30,"1 828,97664685235","22,24%"
2022-10-03,"188,35",151,"0,801698965","0,044313824","0,757385141","8,68%",2022-10-03,"1 839,50919509697","20,93%"
2022-10-04,"195,25",155,"0,793854033","0,035919903","0,75793413","5,97%",2022-10-04,"1 909,64386924795","16,64%"
2022-10-05,"186,4",154,"0,826180258","0,067232718","0,758947539","11,91%",2022-10-05,"1 882,92128507792","19,17%"
2022-10-06,"183,6",151,"0,822440087","0,062596295","0,759843792","15,47%",2022-10-06,"1 883,03840753892","19,97%"
2022-10-07,"173,1",148,"0,854997111","0,093853469","0,761143642","22,18%",2022-10-07,"1 841,76798960468","21,36%"
2022-10-10,"171,2",147,"0,85864486","0,096309819","0,76233504","24,24%",2022-10-10,"1 836,90676747831","22,71%"
2022-10-11,"170,25",146,"0,857562408","0,093938155","0,763624253","24,82%",2022-10-11,"1 834,09818546047","22,89%"
2022-10-12,"174,2",145,"0,832376579","0,067750314","0,764626265","21,70%",2022-10-12,"1 834,36031924476","22,71%"
2022-10-13,"173,45",144,"0,830210435","0,064568104","0,765642332","21,48%",2022-10-13,"1 856,86129125055","20,64%"
2022-10-14,"176,9",147,"0,830977954","0,064427575","0,766550379","19,05%",2022-10-14,"1 869,02463988911","18,93%"
2022-10-17,"184,2",150,"0,814332248","0,046988365","0,767343882","12,32%",2022-10-17,"1 908,37618098885","15,10%"
2022-10-18,"187,35",151,"0,805978116","0,03733742","0,768640695","10,76%",2022-10-18,"1 938,55662019567","13,98%"
2022-10-19,"178,3",149,"0,835670219","0,065348181","0,770322038","14,81%",2022-10-19,"1 926,43657358052","14,71%"
2022-10-20,"181,65",148,"0,814753647","0,04309758","0,771656067","12,69%",2022-10-20,"1 905,99140904321","15,13%"
2022-10-21,"179,75",147,"0,817802503","0,044873266","0,772929237","15,27%",2022-10-21,"1 901,50643910524","16,20%"
2022-10-24,185,150,"0,810810811","0,036734432","0,774076379","13,46%",2022-10-24,"1 938,73486294563","14,67%"
2022-10-25,"192,1",152,"0,791254555","0,016460439","0,774794116","7,39%",2022-10-25,"1 965,28799790726","12,12%"
2022-10-26,"192,8",154,"0,798755187","0,023277763","0,775477423","7,78%",2022-10-26,"1 970,06457036264","11,84%"
2022-10-27,"191,8",152,"0,792492179","0,016341721","0,776150459","6,15%",2022-10-27,"1 968,22931971839","10,68%"
2022-10-28,"190,3",152,"0,798738833","0,021946851","0,776791982","6,94%",2022-10-28,"1 974,27725680980","10,45%"
2022-10-31,"186,75",151,"0,808567604","0,031205884","0,77736172","5,62%",2022-10-31,"1 968,52512660426","9,45%"
2022-11-01,"187,1",152,"0,812399786","0,034463512","0,777936274","4,97%",2022-11-01,"1 974,99149613269","8,64%"
2022-11-02,"183,8",151,"0,821545158","0,043098204","0,778446953","2,64%",2022-11-02,"1 980,52345372686","8,00%"
2022-11-03,"181,4",149,"0,821389195","0,042361278","0,779027917","2,95%",2022-11-03,"1 960,05837668611","9,88%"
2022-11-04,"184,9",151,"0,816657653","0,037193469","0,779464183","4,81%",2022-11-04,"1 999,01230733710","7,79%"
2022-11-07,"188,15",151,"0,802551156","0,022794093","0,779757063","5,10%",2022-11-07,"2 008,62280198596","6,83%"
2022-11-08,195,151,"0,774358974","-0,005344276","0,77970325","-0,21%",2022-11-08,"2 035,98661445431","5,52%"
2022-11-09,"205,5",151,"0,734793187","-0,044384166","0,779177353","-4,57%",2022-11-09,"2 033,12335851505","6,94%"
2022-11-10,"217,1",156,"0,718562874","-0,059904622","0,778467496","-8,31%",2022-11-10,"2 106,11320918509","4,05%"
2022-11-11,"222,8",158,"0,709156194","-0,068459694","0,777615888","-10,50%",2022-11-11,"2 108,67397704282","3,62%"
2022-11-14,"223,7",158,"0,706303084","-0,070383118","0,776686203","-10,84%",2022-11-14,"2 107,98562024608","3,64%"
2022-11-15,"217,8",157,"0,720844812","-0,055256643","0,776101455","-8,98%",2022-11-15,"2 098,00532108274","4,20%"
2022-11-16,"206,8",155,"0,749516441","-0,026317253","0,775833694","-3,36%",2022-11-16,"2 074,98210833691","5,72%"
2022-11-17,"205,4",154,"0,749756573","-0,02562796","0,775384532","-1,31%",2022-11-17,"2 067,08131285076","6,61%"
2022-11-18,"209,7",156,"0,743919886","-0,030901567","0,774821453","-2,86%",2022-11-18,"2 087,36804027822","5,52%"
2022-11-21,"208,9",156,"0,746768789","-0,027548737","0,774317526","-3,30%",2022-11-21,"2 082,57288909872","4,95%"
2022-11-22,"205,4",157,"0,76436222","-0,009536223","0,773898443","-2,80%",2022-11-22,"2 096,56432631911","3,81%"
2022-11-23,"209,3",158,"0,754897277","-0,018519677","0,773416954","-4,99%",2022-11-23,"2 109,83630361990","3,54%"
2022-11-24,209,159,"0,76076555","-0,012500347","0,773265897","-8,09%",2022-11-24,"2 106,75291487291","3,34%"
2022-11-25,"211,3",158,"0,747752011","-0,02531161","0,773063622","-9,58%",2022-11-25,"2 116,74189796788","2,16%"
2022-11-28,"206,5",157,"0,760290557","-0,012718855","0,773009412","-5,96%",2022-11-28,"2 096,37739123305","4,48%"
2022-11-29,"205,2",156,"0,760233918","-0,012602298","0,772836216","-4,36%",2022-11-29,"2 092,24334650086","4,92%"
2022-11-30,"204,7",157,"0,766976063","-0,005953226","0,772929289","-4,71%",2022-11-30,"2 102,42254992320","4,02%"
2022-12-01,"212,5",159,"0,748235294","-0,024500042","0,772735336","-9,01%",2022-12-01,"2 125,09407809053","2,45%"
2022-12-02,"210,6",159,"0,754985755","-0,017598003","0,772583758","-6,70%",2022-12-02,"2 129,46566277538","3,43%"
2022-12-05,"212,1",159,"0,749646393","-0,022886306","0,772532699","-8,02%",2022-12-05,"2 139,69102957561","1,83%"
2022-12-06,205,156,"0,76097561","-0,011777018","0,772752628","-5,34%",2022-12-06,"2 111,28367493538","2,59%"
2022-12-07,"201,5",155,"0,769230769","-0,003812062","0,773042831","-4,39%",2022-12-07,"2 088,42751246258","3,24%"
2022-12-08,"201,4",155,"0,769612711","-0,00374998","0,773362691","-6,36%",2022-12-08,"2 091,87972341881","1,97%"
2022-12-09,"208,2",157,"0,754082613","-0,019691996","0,773774609","-8,07%",2022-12-09,"2 116,44698422226","0,66%"
2022-12-12,"206,2",156,"0,756547042","-0,017666736","0,774213777","-7,49%",2022-12-12,"2 108,92374335132","1,36%"
2022-12-13,"209,1",158,"0,755619321","-0,018934689","0,77455401","-7,82%",2022-12-13,"2 140,69560791812","0,69%"
2022-12-14,"210,2",159,"0,756422455","-0,018342647","0,774765101","-10,49%",2022-12-14,"2 139,02903415767","0,32%"
2022-12-15,"203,1",155,"0,763170852","-0,011951216","0,775122068","-7,73%",2022-12-15,"2 079,52183115718","2,19%"
2022-12-16,"199,3",153,"0,767686904","-0,007981365","0,775668269","-6,47%",2022-12-16,"2 046,09418721202","3,45%"
2022-12-19,"194,7",153,"0,785824345","0,009338192","0,776486153","-2,59%",2022-12-19,"2 047,98128062089","3,86%"
2022-12-20,"191,7",152,"0,792905582","0,015626692","0,777278889","0,70%",2022-12-20,"2 036,41892699487","5,77%"
2022-12-21,"193,45",153,"0,790902042","0,012882138","0,778019903","-1,78%",2022-12-21,"2 065,12814792866","3,30%"
2022-12-22,"190,85",151,"0,791197275","0,012369724","0,778827552","3,09%",2022-12-22,"2 043,29707205670","7,33%"
2022-12-23,"194,6",152,"0,781089414","0,001557404","0,77953201","0,72%",2022-12-23,"2 054,32854494569","6,78%"
2022-12-27,"199,1",152,"0,76343546","-0,016377666","0,779813126","-0,08%",2022-12-27,"2 067,60709608576","6,99%"
2022-12-28,"197,85",152,"0,768258782","-0,011949597","0,780208379","-1,47%",2022-12-28,"2 052,76167061899","6,68%"
2022-12-29,"201,6",153,"0,758928571","-0,021408998","0,78033757","-3,94%",2022-12-29,"2 075,31268708499","5,56%"
2022-12-30,"197,1",152,"0,771182141","-0,009576094","0,780758235","-3,75%",2022-12-30,"2 043,40447187564","6,31%"
2023-01-02,"196,45",153,"0,778824128","-0,002448213","0,781272342","-3,95%",2023-01-02,"2 075,75629306715","3,31%"
2023-01-03,"200,8",154,"0,766932271","-0,014685836","0,781618107","-6,82%",2023-01-03,"2 090,02574018041","1,52%"
2023-01-04,"200,8",155,"0,771912351","-0,010142552","0,782054902","-7,20%",2023-01-04,"2 120,34897589508","-2,01%"
2023-01-05,201,154,"0,766169154","-0,016268642","0,782437796","-7,16%",2023-01-05,"2 137,44076150966","-3,32%"
2023-01-09,"208,6",158,"0,757430489","-0,025259972","0,782690461","-10,83%",2023-01-09,"2 191,82253046464","-5,37%"
2023-01-10,"208,5",158,"0,757793765","-0,025213731","0,783007496","-11,03%",2023-01-10,"2 180,70291525807","-4,90%"
2023-01-11,"216,1",161,"0,745025451","-0,03797417","0,782999621","-13,74%",2023-01-11,"2 207,79531905585","-6,49%"
2023-01-12,221,162,"0,733031674","-0,049754065","0,782785739","-15,79%",2023-01-12,"2 225,27409610036","-7,89%"
2023-01-13,219,162,"0,739726027","-0,042858254","0,782584282","-13,56%",2023-01-13,"2 217,18433327269","-7,22%"
2023-01-16,223,163,"0,730941704","-0,05127053","0,782212234","-13,57%",2023-01-16,"2 225,10300329538","-6,71%"
2023-01-17,"222,9",163,"0,731269628","-0,050833987","0,782103614","-13,62%",2023-01-17,"2 212,83368055420","-6,30%"
2023-01-18,"224,5",163,"0,726057906","-0,055628956","0,781686862","-8,73%",2023-01-18,"2 218,73577178195","-4,86%"
2023-01-19,"211,3",161,"0,761949834","-0,019610642","0,781560476","-2,89%",2023-01-19,"2 173,89233394453","-2,17%"
2023-01-20,215,161,"0,748837209","-0,032581966","0,781419175","-4,19%",2023-01-20,"2 197,42153376018","-3,36%"
2023-01-23,"222,7",164,"0,736416704","-0,044692017","0,781108721","-6,60%",2023-01-23,"2 224,52861583257","-4,88%"
2023-01-24,220,163,"0,740909091","-0,039708494","0,780617585","-5,64%",2023-01-24,"2 216,16593026853","-4,60%"
2023-01-25,"216,7",162,"0,747577296","-0,032749189","0,780326485","-1,75%",2023-01-25,"2 204,29553296365","-3,01%"
2023-01-26,"222,3",164,"0,73774179","-0,042075052","0,779816843","-6,43%",2023-01-26,"2 190,52595920920","-3,43%"
2023-01-27,"225,5",164,"0,727272727","-0,052002925","0,779275652","-8,60%",2023-01-27,"2 197,65937643631","-3,41%"
2023-01-30,"222,6",163,"0,732255166","-0,046572974","0,77882814","-2,25%",2023-01-30,"2 200,08060465675","-1,37%"
2023-01-31,"219,6",162,"0,737704918","-0,040711552","0,77841647","-0,46%",2023-01-31,"2 198,53897094036","-0,25%"
2023-02-01,"225,2",164,"0,728241563","-0,049578669","0,777820232","-4,09%",2023-02-01,"2 210,13095932598","-1,75%"
2023-02-02,"238,5",168,"0,704402516","-0,072639337","0,777041853","-7,76%",2023-02-02,"2 287,40052568726","-3,87%"
2023-02-03,"234,8",169,"0,719761499","-0,056472283","0,776233782","-4,86%",2023-02-03,"2 294,51683833899","-3,84%"
2023-02-06,"230,3",168,"0,729483283","-0,046034564","0,775517846","-3,39%",2023-02-06,"2 258,20377942485","-2,71%"
2023-02-07,229,167,"0,729257642","-0,045417555","0,774675197","-1,14%",2023-02-07,"2 254,80000566357","-1,85%"
2023-02-08,"229,5",166,"0,723311547","-0,050610447","0,773921994","-1,39%",2023-02-08,"2 244,13923036448","-0,79%"
2023-02-09,226,169,"0,747787611","-0,025623596","0,773411207","1,68%",2023-02-09,"2 235,37163612121","-0,27%"
2023-02-10,"221,6",175,"0,789711191","0,016565674","0,773145518","3,84%",2023-02-10,"2 200,77224554091","1,19%"
2023-02-13,"234,1",176,"0,751815463","-0,020813438","0,772628901","-2,56%",2023-02-13,"2 233,18216056797","-0,82%"
2023-02-14,"235,1",176,"0,74861761","-0,02329668","0,771914289","-0,94%",2023-02-14,"2 232,45332372724","0,02%"
2023-02-15,"236,1",177,"0,749682338","-0,021740131","0,771422469","-0,51%",2023-02-15,"2 255,13532301439","-1,01%"
2023-02-16,"234,8",177,"0,753833049","-0,016960696","0,770793746","-0,64%",2023-02-16,"2 256,54451120834","-0,28%"
2023-02-17,"230,2",176,"0,764552563","-0,005797083","0,770349646","1,22%",2023-02-17,"2 249,38398126385","0,20%"
2023-02-20,"228,7",176,"0,769567118","-0,000436305","0,770003423","5,82%",2023-02-20,"2 238,45344092437","1,31%"
2023-02-21,224,174,"0,776785714","0,007254834","0,76953088","11,43%",2023-02-21,"2 223,48987674666","2,97%"
2023-02-22,"223,9",175,"0,781598928","0,012331322","0,769267606","11,66%",2023-02-22,"2 223,30461681982","2,87%"
2023-02-23,"225,4",175,"0,776397516","0,007380419","0,769017097","10,83%",2023-02-23,"2 227,58107343970","3,84%"
2023-02-24,"221,6",172,"0,776173285","0,007331246","0,76884204","14,26%",2023-02-24,"2 206,43125878720","6,04%"
2023-02-27,"225,3",173,"0,767865069","-0,000399593","0,768264662","10,56%",2023-02-27,"2 234,98548897682","4,46%"
2023-02-28,"217,2",173,"0,796500921","0,028493083","0,768007838","14,50%",2023-02-28,"2 226,75461135346","4,31%"
2023-03-01,"219,3",172,"0,784313725","0,017005723","0,767308003","18,60%",2023-03-01,"2 214,67995971681","6,80%"
2023-03-02,"218,6",172,"0,786825252","0,020228334","0,766596917","19,67%",2023-03-02,"2 214,67111837004","7,76%"
